timestamp,latitude,longitude,altitude(m),speed(m/s),yaw,pitch,roll,label
2025-04-02 08:09:52.829866,28.612991588090654,77.22938439059853,53.478509625518896,11.096594402429645,-13.233668314005474,1.0228066886564764,-0.6004442883666699,0
2025-04-02 08:09:53.829874,28.631556443460315,77.24500399831234,58.156782649805194,9.419774185700623,3.281980921431434,0.8023834964761178,0.9764752598403944,1
2025-04-02 08:09:54.829875,28.62005259672467,77.24377915536975,58.67880960230592,10.087567064719531,-7.847358223600693,-0.2984369002610596,-0.8145961884148356,1
2025-04-02 08:09:55.829877,28.624042648453372,77.23688727035338,54.47622483094267,9.998276981011069,6.934996585362859,0.5814565439985347,-0.3809382024673701,1
2025-04-02 08:09:56.829877,28.630151017618235,77.24049575323116,54.616451458918604,10.89968898636596,-1.855460297340714,-1.4357437151243861,-1.5806548358818606,1
2025-04-02 08:09:57.829879,28.62760049838291,77.2489617249446,56.83798438393113,10.872697948201973,-1.843492207567624,-1.9061526078155817,3.5585588965619173,1
2025-04-02 08:09:58.829879,28.626894630092483,77.24880811091471,52.274156479985834,15.21346493252068,0.12315976220199609,1.0842174407351102,0.12754069799987808,1
2025-04-02 08:09:59.829882,28.62122042111182,77.24474509636413,47.71032857604054,19.554231916839385,0.6714491479093226,-0.011786267618644715,3.880854589241349,1
2025-04-02 08:10:00.829883,28.61320911930521,77.22949874325354,43.146500672095236,23.89499890115809,4.14154014683653,1.8773751478015421,0.7161657351768332,1
2025-04-02 08:10:01.829884,28.61308062649895,77.22949076997484,38.58267276814994,28.235765885476795,-4.263584840911116,3.1814000213531504,2.8702401018832586,1
2025-04-02 08:10:02.829885,28.61274394290952,77.22949242890674,34.018844864204645,32.5765328697955,6.244997014575414,-3.366997010576295,-4.575793116896348,1
2025-04-02 08:10:03.829886,28.61275916850688,77.2294734113439,29.455016960259346,36.91729985411421,-4.46076643887449,0.8372264709416718,-4.701941270647978,1
2025-04-02 08:10:04.829887,28.612707351150174,77.22940971445045,26.43026325233976,38.28246748876464,9.964808063226103,4.916598201582254,0.7798410281650522,1
2025-04-02 08:10:05.829888,28.61261840322795,77.22926812171792,23.405509544420177,39.647635123415064,-2.1393608630971728,3.8701456459274164,1.4578250884136317,1
