timestamp,latitude,longitude,altitude(m),speed(m/s),yaw,pitch,roll,label
11:07:00.0,28.6394703,77.25495903,205.5870542,34.33342904,3.104754926,1.381942977,-0.002596162,1
09:35:00.0,28.62630337,77.23119796,15.20763667,31.26792686,31.1187207,-44.64889664,0.227653625,1
16:07:00.0,28.63132669,77.23363771,60.3872144,44.0902019,-49.63206669,33.08169769,-0.468695014,1
17:51:00.0,28.63514495,77.27905776,161.1266467,32.60458868,-3.970983133,11.19213281,2.40900582,1
14:10:00.0,28.62289548,77.24002283,68.6902981,29.26715829,23.68878774,-38.43916916,31.53705044,0
08:21:00.0,28.62610058,77.25157723,33.53191242,35.53026168,-29.32295927,-50.94532008,-7.342070278,0
22:28:00.0,28.61551635,77.21754203,298.8826396,26.20993607,-1.383217643,-0.839325855,0.120637063,1
11:11:00.0,28.61286057,77.23024397,13.87746854,36.03514637,-81.96600928,53.15267411,-52.69726532,0
23:36:00.0,28.62801841,77.25149059,177.8400721,12.13314457,23.73349147,19.75774671,52.66917297,0
15:38:00.0,28.61581269,77.24268492,7.388487926,43.4362599,92.89385058,32.5125971,-46.52427303,0
22:17:00.0,28.63914592,77.2651877,19.8747356,33.61860278,19.38260776,25.30806168,57.59136424,0
21:11:00.0,28.62389528,77.2401824,500.0,10.49519109,0.896504749,-0.719534656,-1.126877027,1
07:59:00.0,28.63774682,77.2545341,50.36488472,23.87220426,4.804017438,-0.171196351,2.487973045,0
01:41:00.0,28.60925497,77.23008558,378.0611336,18.92752498,69.47383661,11.15949026,-5.388168684,1
14:51:00.0,28.61049041,77.22582181,500.0,10.21296531,-1.683621859,0.106404449,1.817899283,0
09:31:00.0,28.61493402,77.21898777,69.9849789,43.36446773,88.69688788,-38.19863154,1.035261327,1
04:34:00.0,28.62051787,77.2486682,213.0905306,11.18932671,-51.26369928,9.934498386,24.31390131,0
13:18:00.0,28.60546461,77.22854744,500.0,9.270046817,22.50123137,-44.82330963,1.806361902,1
00:56:00.0,28.61704477,77.24146915,107.1211298,22.59818088,54.11163962,58.61672633,-57.96814156,0
08:03:00.0,28.63189153,77.23260815,316.3791197,22.43014358,69.1000197,41.23555785,-0.45402127,1
11:54:00.0,28.62082691,77.23919478,500.0,12.28636215,88.5838595,-14.41869308,0.225172918,1
22:04:00.0,28.63611586,77.25600142,17.40077537,45.23784374,-52.05751207,-5.177587756,-49.60378586,0
01:01:00.0,28.61823599,77.24560237,37.61255088,36.78969541,63.6781069,-5.537902066,0.551855505,1
09:27:00.0,28.60821358,77.23148044,42.99018393,37.23093786,-76.14009605,-24.40515315,56.60134108,0
23:43:00.0,28.6382617,77.24645327,8.477647079,43.62837016,-62.68240262,-36.70697629,-1.977402249,1
09:24:00.0,28.61332314,77.2354083,16.03065403,42.04374218,-10.67042425,53.30973653,-44.92328082,0
07:09:00.0,28.62966585,77.23330853,56.91238202,37.6700089,-72.37833856,-33.98131679,-1.193195025,1
09:28:00.0,28.62310734,77.24650692,10.59909329,42.22687925,1.588665296,0.296003442,0.141013231,0
08:22:00.0,28.62201531,77.24137125,60.05405286,36.75069716,31.5822921,17.57201406,0.063218094,1
07:59:00.0,28.6123712,77.22064299,500.0,8.327794674,60.98540148,-14.5567712,3.250687115,1
